yo,en
Ṣé Ilé ìgbìmọ̀ aṣòfin ti ń fọ̀ǹtẹ̀ lu Àbíkẹ́ Dábírí gẹ́gẹ́ bíi adarí Àjọ Ẹ̀yìn odi?,Is the House of Parliament attacking Abike Dabiri as the leader of the National Security Agency?
Ilé ìgbìmọ̀ aṣòfin ti fọ̀ǹtẹ̀ lu ìpinnu Ààrẹ orílẹ̀-èdè e Nàìjíríà.,The House of Assembly has rebelled against the decision of the President of Nigeria.
Ṣé a ti mọ̀ pé ìdìbò yóò bẹ̀rẹ̀ ní ọdún tó ń bọ̀?,Do we already know that the election will start next year?
Arábìnrin náà jẹ́ ọmọ ilé ìgbìmọ̀ aṣojú tẹ́lẹ̀rí.,The sister is a member of the local council of representatives.
Òun ni Olùrànlọ́wọ́ Pàtàkì lórí i ọ̀rọ̀ tó jẹ mọ́ ilẹ̀ òkèèrè fún Ààrẹ lọ́wọ́lọ́wọ́.,He is currently the Special Assistant on Foreign Affairs to the President.
Ìgbìmọ̀ aṣòfin ti parí i ìwádìí fínnífínní wọn tán.,The parliamentary committee has completed their thorough investigation.
Ó dá lóríi ìwé ẹ̀rí ẹ̀kọ́-àtiṣẹ́ àti àwọn ìwé mìíràn nípa àwọn ènìyàn,It is based on academic and other literature about people
"Òtítọ́ ọ rẹ̀, ìríta, ìbámu, ìkájú-òṣùwọ̀n àti ìrírí i rẹ̀ nínú ètò òṣèlú sì tẹ́ wọn lọ́rùn.","His honesty, integrity, consistency, balance and experience in the political system satisfied them."
Mo fẹ́ lọ sọ́jà,I want to go shopping
Ipò alága Àjọ ọ̀rọ̀ ọmọ orílẹ̀-èdè e Nàìjíríà ni ilẹ̀ òkèèrè yẹ ẹ́.,The position of the chairman of the Nigerian national affairs organization abroad is worthy of him.
Amòfin náà ní pé ó yege láti bọ́ sí ipò náà.,The lawyer said that it is necessary to get rid of the situation.
Nígbà wo ni àwọn ìgbìmọ̀ ṣe àyẹ̀wò ní ìbámu pẹ̀lú u àlàálẹ̀ òfin?,When did the committees review according to the law?
Ẹni-a-fà-sílẹ̀ náà gba ìmọ̀ ìjìnlẹ̀ nínú u Ọnà èdè Gẹ̀ẹ́sì.,The abductee gained a thorough knowledge of the English language.
Ó sì tẹ̀síwájú nínú ẹ̀kọ́ ìmọ̀ ìjìnlẹ̀ ní òkè-òkun.,And he continued in the study of science in the ocean.
Ó gba oyè mìíràn nínú ẹ̀kọ́ ọ Ìbáraẹnisọ̀rọ̀ Ọlọ́pọ̀.,She earned another degree in her Communication Skills course.
Arábìnrin yìí ṣì tún ní ìwé-ẹ̀ríi akọ́ṣẹ́mọṣẹ.,This woman also has a professional certificate.
Ṣé ní Ilé ìwé ìmọ̀ ẹ̀kọ́ ọ Ìṣèjọba lórílẹ̀-èdè e Amẹ́ríkà?,Do you have a School of Government in the United States?
Ṣé ní bíi ogún ọdún sẹ́yìn ni ó jáde?,Did it come out twenty years ago?
Ìjì líle é kọlu ìlú ilé-ìsìn l’órílé-ẹ̀dè kan lẹ́yìn tí ọ̀pọ̀ ènìyàn sá kúrò níbùgbé e wọn.,A typhoon hit a church town in a country after many people fled their homes.
Ọ̀pọ̀ ènìyàn ni ó ti pàdánù u ibùgbé e wọn.,Many people have lost their homes.
Àwọn míìrán sì ti pàdánù ohun ìní i wọn ní ìlú náà.,Others have lost their property in the city.
Èyí jẹ́ látàrí ìṣèlè ìjì líle tí ó wáyé lọ́jọ́ Ẹtì.,This is due to the storm that happened on Eti day.
"Ìròyìn fi múlẹ̀ pé, ìjì líle náà ba àwọn ohun amáyéderùn jẹ́ púpọ̀.","According to reports, the typhoon damaged a lot of artifacts."
"Ara ohun náà ni òpó iná mọ̀nà-mọ́ná, òpó ẹ̀rọ ìbánisọ̀rọ̀ àti bẹ́ẹ̀bẹ́ẹ̀ lọ.","The body of the thing is a power pole, a telecommunication pole and so on."
Wọ́n ní ìṣẹ̀lẹ̀ ìjì líle náà kọ́kọ́ ṣọṣẹ́ ní ẹ̀ka ìlà oòrùn ìlú yìí.,They said the storm first occurred in the eastern part of the city.
Ó sún lọ sí Ìpínlẹ̀ mìíràn ní aago mẹ́jọ òwúrọ̀.,He moved to another State at eight o'clock in the morning.
Àjọ tó ń mójútó ìṣẹ̀lẹ̀ ẹ pàjáwìrì ló fi tó wa létí.,The emergency management organization notified us.
"Láìpẹ́, láìjìnà Íkọlù náà yóò wáyé!","Soon, soon the Attack will happen!"
"Ọ̀pọ̀ ọ́ farapa yánayàna, bẹ́ẹ̀ni ni ẹnìkan pàdánù ẹ̀mí i rẹ̀.","Many were injured in the fire, and one lost his life."
Àwọn ọmọ-ogun ìjọba orílè-èdè náà àti àwọn olólùfẹ́ ẹgbẹ́ òṣèlú alátakò ló jà.,The soldiers of the national government and the supporters of the opposition political party fought.
Ìròyìn fi múlẹ̀ pé ọmọbìnrin kan pàdánù ẹ̀mí i rẹ̀.,News confirmed that a girl lost her life.
Ó fara gba ọta ìbọn tí ọ̀pọ̀ ènìyàn sì farapa yánnayànna.,He was hit by bullets and many people were seriously injured.
Adarí ẹgbẹ́ òṣèlú alátakò ọ̀ún ti pè láti ṣàwárí àwọn tó bá wà ní ìdi ikú náà,The leader of the opposition political party has called to find those responsible for the death.
Ó wá rọ àwọn òṣìṣẹ́ ní ọjọ́ Ọjọ́bọ̀ láti wá fi èhónú u wọn hàn.,He urged the workers on Thursday to come and show their protest.
Eléyìí sì leè ṣokùnfa ìdásílẹ̀ tí agbára wa kò ní ká.,And this can cause a release that is beyond our control.
Ọ̀gbẹ́ni náà kéde ara rẹ̀ gẹ́gẹ́ bíi olùdarí ìjọba orílè-èdè yìí lóṣù yìí.,The gentleman announced himself as the leader of this country's government this month.
Ọ̀pọ̀ orílè-èdè tí ó lààmìi-laaka lágbàáyé ṣàtilẹ́yìn fún-un láti tukọ̀ orílè-èdè náà,Many poor countries in the world supported him to destroy the country.
Ààrẹ bẹnu àtẹ́ lu ìròyìn àhẹ́sọ kan tí ó sọ pé òun fẹ́ fi orílè-èdè òun sílẹ̀.,The president criticized a rumor that he wants to leave his country.
Ó tún fẹ̀sùn kan orílè-èdè Amẹ́ríkà fún dídá ọ̀rọ̀ náà lọ́nà tí ò tọ̀.,He also accused the United States of creating the issue in a wrong way.
Ìpàdé àpérò lórí ìdàgbàsókè ètò o ọrọ̀-ajé wáyé nílùú Àbújá.,A conference on economic development was held in Abuja.
Ó wáyé láàárín orílẹ̀-èdè Nàìjíríà àti Ilẹ̀ ẹ Gẹ̀ẹ́sì.,It happened between Nigeria and England.
Púpọ̀ nínú àwọn oníṣòwò ló ti nífẹ̀ẹ́ láti dá ètò okoòwò sílẹ̀.,Many of the businessmen have been interested in creating a business plan.
Igbákejì Ààrẹ sọ̀rọ̀ yìí lásìkò ìpàdé àpérò tí ó wáyé láìpẹ́.,The Vice President said this during the recent conference.
"Èyí jẹ́ àkọ́kọ́ irú u rẹ̀ tí ó wáyé ní Ilé Agbára Ààrẹ, nílùú Àbújá.","This is the first of its kind that took place at the Presidential Palace, in Abuja."
Ààrẹ orílẹ̀ èdè e Nàìjíríà àti olùdarí ìjọba nílùú ọba ti tọwọ́ bọ ìwé àdéhùn.,The president of the country of Nigeria and the head of government in the city of the king have come to the letter of agreement.
Ó wáyé ní ọdún bíi mẹ́rin sẹ́yìn.,It happened about four years ago.
Ààrẹ ti pàṣẹ fún Adájọ́ Àgbà orílẹ̀-èdè Nàìjíríà láti dá sí ọ̀rọ̀ arábìnrin náà,The President has ordered the Chief Justice of Nigeria to intervene in the case of the sister
Gbé ìgbésẹ̀ lórí i bí a ó ṣe yọ arábìnrin yìí.,Take action on how to remove this sister.
Ó ní kí ó wá wọ̀rọ̀kọ̀ fi ṣàdá nígbà tí wọ́n pàdé.,He asked her to come and talk to him when they met.
"Ọmọbìnrin yìí jẹ́ akẹ́kọ̀ọ́, tí àwọn ọ̀daràn kan kó sínú u wàhálà.","This girl is a student, some criminals put her in trouble."
Wọ́n gbé oògùn olóró sínú u ẹrù u rẹ̀.,They put drugs in his luggage.
Ààrẹ pa àṣẹ náà ní ọ̀sẹ̀ méjì sẹ́yìn,The president closed the order two weeks ago
Olùrànlọ́wọ́ lórí Ìròyìn fún Ẹni-ọ̀wọ̀ Àbíkẹ́ Dábírí gbé àtẹ̀jáde kan jáde.,The Press Assistant for the Honorable Abike Dabiri issued a press release.
Ààrẹ pa àṣẹ náà níkété tí ó gbọ́ ìṣẹ̀lẹ̀ ọ̀hún ní ọ̀sẹ̀ méjì sẹ́yìn.,The president canceled the order as soon as he heard the incident two weeks ago.
Ibi iṣẹ́ mi ti ń ṣiṣẹ́ pẹ̀lú Adájọ́ Àgbà a orílẹ̀-èdè Nàìjíríà lórí ọ̀rọ̀ náà.,My office is working with the Chief Justice of Nigeria on the matter.
Àjọ tó ń rí sí ọ̀rọ̀ tó jẹmọ́ ti ilẹ̀ òkèèrè kò kẹ́yìn.,The organization that deals with foreign affairs is not the last.
Olùrànlọ́wọ́ Ààrẹ fi dánilójú wípé iṣẹ́ ń tẹ̀síwájú nínú u ọ̀rọ̀ ọmọbìnrin náà,Presidential aide assures that work continues on the girl's case
Àwọn méjì mìíràn wà nínú ipò kan náà ní òkè-òkun.,Two others are in the same situation on the coast.
Mo ra bàtà lánàá ní ọjà Oṣòdì.,I bought shoes yesterday in Osodi market.
Ìjọba ilẹ̀ naa kò tíì fi ojú u rẹ̀ ba ilé ẹjọ́.,The government of the land has not yet faced the court.
Ó le láti gba ẹ̀rí wípé wọ́n ti mú àwọn tí wọ́n kó bá a.,It is difficult to get proof that they have caught those who were taken with him.
Ẹjọ́ tí ó lágbára ni a fẹ́ pe àwọn aláṣẹ ìlú náà.,We want to make a strong case against the city authorities.
Àjọ náà ṣe ìdánwò ní orílẹ̀-èdè méje ní ìlú òkèèrè.,The organization conducted tests in seven foreign countries.
"Wọ́n fẹ́ wọ fáfitì, ilé-ẹ̀kọ́ gbogbonìṣe.",They want to go to public school.
Àwọn jẹ́ Àjọ tó ń mójútó ìdánwò lórílẹ̀-èdè yìí.,They are the Organization that administers the examination in this country.
Wọ́n ti ṣe ìdánwò fún àwọn ọmọ orílẹ̀-èdè yìí tó wà nílùú u òkèèrè.,They have conducted tests for the citizens of this country who are in foreign cities.
Wọ́n sì ṣe fun àwọn ọmọ orílẹ̀-èdè mìíràn.,And they did it for the children of other nations.
Àwọn yìí jẹ́ áwọn tó fẹ́ tẹ̀síwájú nípa ẹ̀kọ́ wọn ní orílẹ̀-èdè e Nàìjíríà.,These are those who want to continue their education in Nigeria.
Èyí yóò fún àwọn méjéèjì ní àǹfààní kan náà.,This will give both of them the same opportunity.
Àwọn orílẹ̀-èdè méje ni àjọ náà ti ṣe ìdánwò náà fún ní òkèèrè.,The organization has conducted the test for seven countries abroad.
Àjọ náà sọ èyí di mímọ̀ nínú u àtẹ̀jáde kan tí Alukoro àjọ náà gbé jáde.,The organization made this known in a press release issued by the organization's Alukoro.
Àjọ náà ní ó lé ní igba àwọn akẹ́kọ̀ọ́ tó ṣe ìdánwò náà.,The organization has more than six students who took the test.
Ìdánwò yìí wáyé nígbà kannáà ní ọjọ́ Àbámẹ́ta ní àwọn ibi gbogbo tí a dárúkọ tẹ́lẹ̀.,This test took place at the same time on the third day in all the places mentioned before.
"Àjọ náà tún tẹpẹlẹ mọ́ ọ̀rọ̀ ọ rẹ̀ pé, èsì ìdánwò ti ọdún yìí kò tíì jáde.",The organization also persisted in its statement that the results of this year's examination have not yet been released.
Ó wá rọ àwọn ènìyàn náà pé kí wọ́n ṣọ́ra fún àwọn oníjìbìtì.,He urged the people to beware of fraudsters.
Wọn á sọ pé wọ́n fẹ́ lo ọ̀nà ẹ̀bùrú láti ràn wọ́n lọ́wọ́ fún èsì ìdánwò tí wọ́n ṣe,They will say that they want to use ghosts to help them with their test results.
Àjọ náà tún sọ pé àwọn náà yóò pologo èsì ìdánwò náà nígbà tí ó bá jáde.,The organization also said that they will announce the results of the test when it comes out.
Ọwọ́ àwọn agbófinro ti tẹ àwọn ọ̀daràn kan ni èyí ti wọn sí ń wà àwọn yòókù,The law enforcement agencies have arrested some criminals and are looking for others.
Amẹ́ríkà kan sáárá sí fọwọ́sowọ́pọ̀ pẹ̀lú orílẹ̀-èdè Nàìjíríà láti fòpin sí àìsàn ibà,America joins forces with Nigeria to end malaria
Ìjọba orílẹ̀-èdè e Amẹ́ríkà ti fi ìdùnnú hàn bí wọ́n ṣe fọwọ́sowọ́pọ̀.,The government of the United States of America has shown happiness as they cooperated.
Wọ́n ṣàtìlẹ́yìn fún orílẹ̀-èdè e Nàìjíríà nípá gbígbógun ti àìsàn ibà.,They support the country of Nigeria in the fight against malaria.
Aṣojú orílẹ̀-èdè e Amẹ́ríkà sí orílẹ̀-èdè Nàìjíríà ló sọ̀rọ̀ yìí.,The ambassador of the United States of America to Nigeria said this.
Ṣé l’ásìkò ayẹyẹ láti fi ṣàmì àyájọ́ Ọjọ́ Àìsàn ibà Lágbàáyé?,Is it time to celebrate World Malaria Day?
Láti gbógun ti àìsàn ibà bẹ̀rẹ̀ láti ọ̀dọ̀ mi.,To fight against malaria started from me.
Aṣojú náà wá gbóṣùbà fún àwọn àjọ elétò ìlera fún akitiyan wọn.,The representative commended the health organizations for their efforts.
Ó bẹ̀rẹ̀ láti orí àwọn òṣìṣẹ́ elétò ìlera dé orí àwọn ìyá.,It starts from health workers to mothers.
"Ó kí àwọn apòògùn òyìnbó, awakọ̀, akọ̀ròyìn, àwọn oníwàdìí àti olùkọ́.","He greets doctors, drivers, journalists, researchers and teachers."
Ọ̀rọ̀ lóri àwọn alákòóso ilé-ìkóǹkanpamọ́ ńkọ́?,What about the managers of the library?
Ó sì tún kí gbogbo àwọn tó kó ipa pàtàkì láti gbógun ti àìsàn ibà.,He also congratulated all those who played an important role in fighting malaria.
Aṣojú yìí sọ pé wọ́n ti ṣe àṣeyọrí nípasẹ̀ ìgbógunti àrùn náà.,This representative said that they have been successful in fighting the disease.
Ààrẹ orílẹ̀-èdè e Nàìjíríà fẹ́ ìmóríyá fún àwọn àgbẹ̀.,The president of Nigeria wants to encourage farmers.
Ìmóríyá fún àwọn àgbẹ̀ lórílẹ̀-èdè e Nàìjíríà ni yóò jẹ́ ohun akọ́kọ́.,Encouraging the farmers in Nigeria will be the first thing.
Ààrẹ sọ pé òun ti pàṣẹ fún Àjọ tó ń mójútó Iṣẹ́ Ọ̀gbìn.,The President said that he has ordered the Agriculture Agency.
Èyí jẹ́ láti yọ àwọn ìṣòro àti ìdíwọ́ tí kò jẹ́ kí àwọn àgbẹ̀ ẹ́ rí owó yá.,This is to remove problems and obstacles that prevent farmers from getting loans.
"Ó pè é ní ìwà àmúnisìn burúkú ní ọjọ́ náà,","He called it the evil colonialism of the day,"
Ìjọba orílẹ̀-èdè e Nàìjíríà ṣetán láti fòpin sí ìwà fàyàwọ́.,The Nigerian government is ready to put an end to prostitution.
Ààrẹ wá bẹnu àtẹ́ lu ìwà a fàyàwọ́ lọ́jọ́ Ẹtì.,The President then criticized the behavior of the party on Eti Day.
Ó ń ṣàkóbá fún ohun ọ̀gbìn àti iṣẹ́ àgbẹ̀ lórílẹ̀-èdè e Nàìjíríà.,It affects crops and agriculture in Nigeria.
Ó sì ṣèlérí pé òun kò ní káàárẹ̀ láti túbọ̀ máa gbógun ti ìwà burúkú yìí.,And he promised that he will not get tired of fighting against this bad behavior.
Yóò lo gbogbo agbára tó bá wà ní ìkáwọ́ ọ rẹ̀.,He will use all the power at his disposal.
Ààrẹ ní ìjọba òun yóò túbọ̀ máa sa ipá rẹ̀ lórí ètò ààbò.,The president in his government will be more active in the security system.
Kò ní dúró lóri ìdàgbàsókè ètò ọrọ̀-ajé àti gbígbógun ti ìwà ìbàjẹ́.,It will not stand on the development of the economy and the fight against corruption.
Ó ní sáà tuntun ìjọba òun yóò tẹpẹlẹ mọ́ ètò ẹ̀kọ́ àti ìlera.,He said in the new era his government will continue with the education and health system.
Ààrẹ bá àwọn ọmọ ẹgbẹ́ náà sọ̀rọ̀ tó pọ̀.,The president talked a lot with the members.
Mo mọ ìṣòro wa nínú ẹgbẹ́ tí a wà yìí.,I know our problem in this group we are in.
Mo mọ ojúṣe è mi sí Ọlọ́run àti sí orílẹ̀-èdè mi.,I know my duty to God and to my country.
N ó máa tẹ̀síwájú láti sa gbogbo ipáà mi.,I will continue to do my best.
Wọ́n wá sí orílẹ̀-èdè Nàìjíríà nítorí ìfẹ́ tí wọ́n ní,They came to Nigeria because of their love
Wọ́n ní ìgbàgbọ́ sí ìṣèjọba Ààrẹ orílẹ̀-èdè e Nàìjíríà.,They have faith in the government of the President of Nigeria.
Àwọn ọmọ ẹgbẹ́ náà wá ṣèlérí àtìlẹ́yìn-in wọn fún Ààrẹ.,The members then pledged their support to the President.
Èyí jẹ́ láti ṣe ohun málegbàgbé lórílẹ̀-èdè e Nàìjíríà.,This is to do something unforgettable in Nigeria.
