yo,en
"Kìí ṣe pé mo ń pọ́n oun tí mo ṣe lé, ṣùgbọ́n ara à mi máa ń yá gágá tí mo bá ń ṣẹé ni.","It's not that I'm slandering him, but my body is always in pain when I sneeze."
"Ìnàkí náà rẹ́rìín ìyàngì lẹ́ẹ̀kansíi, ó sì mi oríi rẹ̀ fẹ́rẹ́fẹ́ nígbà díẹ̀ síi.",The fox laughed again and shook his head a few more times.
Ǹjẹ́ ọ̀nà tí mo fi sọọ́ ò ya ni lẹ́nu díẹ̀ bi?,Wasn't the way I said it a bit strange?
"Bó tilẹ̀ jẹ́ pé ìnàkí ni mí, mi kìí ṣe ènìyàn.","Although I am a monster, I am not human."
Aago mọ́kànlá ààbọ̀ ni a parí ìgò ńlá méjì ọtí i bíà wa.,At half past eleven we finished our two big bottles of beer.
"Ó yẹ kí n máa lọ ilé báyìí, ìnàkí náà sọ.","I should go home now, said the man."
"Àfi bí ẹni pé ọtí náà dùn mọ́ọ tó bẹ́ẹ̀ gẹ̀ẹ́ tí mo bẹ̀rẹ̀ sí ní janu bí ejò, ẹ má bìínú","Unless the beer tastes so good that I start biting like a snake, don't worry"
"Rárá, mo gbádùn ìtàn yẹn gaan ni,","No, I really enjoyed that story."
"Àbí, pípín ọtí i bíà àti títàkùrọ̀sọ pẹ̀lú ìnàkí ṣáà jẹ́ oun méríìírí.","Or, sharing beer and chatting with strangers is still appreciated."
Ó sì máa ń jí orúkọ àwọn obìnrin nítorípé ó fẹ́ bá wọn l’ájọṣepọ̀,And he steals women's names because he wants to have a relationship with them
Ó jẹ́ oun tó yanilẹ́nu jù tí mo ti gbọ́ rí.,He is the most amazing I have ever heard.
Ṣùgbọ́n nítorípé mo fẹ́ gbé ọkàn ìnàkí yìí sókè ju bó ti yẹ lọ ni mo ṣe sọ̀rọ̀,"But because I want to raise the heart of this fool more than it should be, I speak"
"Bí a ṣe juwọ́ sí ara wa, mo fún ìnàkí yìí ní owó díẹ̀ gẹ́gẹ́ bí ẹ̀bùn","As we waved to each other, I gave this guy some money as a gift."
Kò tó ǹkan ṣùgbọ́n jọ̀ọ́ fi ra nǹkan gidi fúnra à rẹ láti jẹ.,It's not enough but please buy the real thing yourself to eat.
"Lákọ̀ọ́kọ́, ìnàkí yìí kọ̀, ṣùgbọ́n mo yarí.","At first, this guy refused, but I was successful."
Ó ká owó náà ó sì fi pẹ̀lẹ́kùtù fi sínú àpo asọ ẹ̀.,He took the money and carefully put it in his cloth bag.
"Ẹ ti gbọ́ ìtàn ayé mi bó ṣe yanilẹ́nu tó, ẹ fún mi lọ́tí mu, ẹ tún wá ṣe mí lóore tó tó báyìí.","You have heard the story of my life, how amazing it is, give me something to drink, and be kind to me again."
Mi ò lè sọ tán bí mo ṣe moore yín tó.,I can't say enough how grateful I am to you.
Ìnàkí bá fi àwọn òfìfo ìgò o bíà àti ife ìmutí sílẹ̀ lóríi pẹpẹ ìṣàlejò.,Inaka left empty beer bottles and drinking cups on the hospitality table.
"Lọ́jọ́ kejì, mo kó jáde nínú ilé ìtura náà, mo sì padà sí ìlú Adébọ̀","The next day, I checked out of the hotel and returned to Adébo"
"Níbi ìsanwó, mi ò rí ọkùnrin arúgbó yẹn tí kò ní irun orí tàbí ìpéǹpéjú.","At the checkout, I did not see that old man without hair or eyelids."
Mi ò sì rí ológbò arúgbó alárùn nímú yẹn,And I did not see an old sick cat in that nose
"Dípò ẹ̀, obìnrin abílékọ kan tó sanra tojú ẹ̀ kọ́rẹ́lọwọ́ ló wà níbẹ̀.","Instead of him, there was a fat uneducated woman who took care of him."
Ó sọ pẹ̀lú ìgboyà pé kò sí èlé owó lóri oun tí mo ní láti san.,He boldly said that there is no interest on him that I have to pay.
O tẹnu mọ́ọ pé gbogbo oun tí a ní níbi kò ju owó o bíà inú agolo kan lọ.,He emphasized that everything we have here is no more than a penny in a cup.
"Lẹ́ẹ̀kansíi, gbogbo ẹ̀ dàrú mọ́ mi lójú.","Again, you all confused me."
Ó dàbíi wí pé oun tí mo mọ̀ àti oun mèremère ti ń dàpọ̀ mọ́ra wọn lójú u mi.,It's like saying that the one I know and the one I know are getting mixed up in my eyes.
Mo fẹ́ bèèrè nípa ìnàkí yẹn lọwọ́ abílékọ obìnrin yìí.,I want to ask about that ailment from this lady teacher.
Mo pinnu láti má ṣe bẹ̀ẹ́ nítorí ó ti rẹ̀ mí.,I decided not to do that because I was tired.
"Bóyá ìnàkí ò tiẹ̀ sí, bóyá mo kàn ṣìrànrán ẹ̀ ni","Maybe it's not even there, maybe I'm just wrong"
"Tàbí nǹkan tí mo rí jẹ́ àlá lásán, tó gùn, tó ṣe méríìírí","Or what I saw was just a dream, a long one, a dream"
Ǹjẹ́ ẹ ò ní òṣìṣẹ́ kan tó jẹ́ ìnàkí àgbàlagbà tó ń fọhùn bí ènìyàn bi?,Don't you have an employee who is an old man who speaks like a human?
Wọ́n tiẹ̀ tún lè rò pé mo ya wèrè ni.,They may even think that I am crazy.
Àlàyé è mi tún ni pé ìnàkí yìí jẹ́ òṣìṣẹ́ ìkọ̀kọ̀ kan tí wọn ò forúkọ rẹ̀ sóríi ìwé,My explanation is that this person is a secret agent whose name is not on the book.
Ilé ìtura náà ò sì lè dárúkọ ẹ̀ ní gbangba kí àwọn ilé iṣẹ́ ẹ agbowó-orí tàbí ilé iṣẹ́ ìlera má gbọ́ nípa ẹ̀.,And the hotel can't name it publicly so that the tax authorities or the health company don't hear about it.
"Nínú ọkọ̀-ojú-irin tí mo wọ̀ padà sílé, mo tún gbogbo ohun tí ìnàkí yìí sọ fún mi.","In the train that I boarded back home, I repeated everything that this man told me."
"Mo kọ gbogbo ohun tó ṣe pàtàkì níbẹ̀ sílẹ̀, bí mo ṣe rántí wọn tó","I wrote down all the important things there, as much as I remember them"
Mi ò mọ mélòó ni kí n gbàgbọ́ nínú àwọn ohun tó sọ fún mi nígbà tí à ń mu ọtí i bíà.,I don't know how much I should believe in the things he told me while we were drinking beer.
Láti jí orúkọ àwọn obìnrin àti láti múu di tara ẹni?,To steal the name of women and to make it personal?
Kò le láti ròó pé ó tún lè jẹ́ òpùrọ́ gidi.,It is not hard to think that he could also be a real liar.
"Nínú iṣẹ́ mi, mo ti fi ọ̀rọ̀ wá ọ̀pọ̀lọpọ̀ ènìyàn lẹ́nu wò.","In my work, I have interviewed many people."
Mo si ti mọṣẹ́ dáadáa débi pé mo lè mọ ẹni tó tọ́ láti gbàgbọ́ àti ẹni tí kò tọ́.,And I have learned so well that I can know who is right to believe and who is wrong.
"Tí èèyàn kan bá ti sọ̀rọ̀ fún ìgbà díẹ̀, wàá ti rí àwọn nǹkankan kékèké gbámú","If a person has been talking for a while, you will have noticed small things"
Wàá sì ti mọ̀ bóyá wọ́n ṣeé gbàgbọ́ àbí bẹ́ẹ̀ kọ́,And we will know if they can be believed or not
"Bí mo ṣe wo ojú ẹ̀, àti bó ṣe ń sọ̀rọ̀, bó ṣe ń ronú nǹkan lẹ́ẹ̀kọ̀ọ̀kan.","The way I look at his face, and the way he talks, the way he thinks sometimes."
Kò sí nǹkankan nípa ẹ̀ tó dàbí àhesọ tàbí ohun afipáṣe.,There is nothing about him that is like a rumor or a rumor.
"Ìrìn àjò àdánìkanrìn mí parí báyìí, mo wá padà si ìrìnkèrindò inúu ìlú.","My solitary journey is now over, I returned to the inner city."
"Láì tiẹ̀ sí iṣẹ́ mìíràn kankan láti ṣe mọ́, bí mo ṣe ń dàgbà síi ni ọwọ́ mi ń kún síi.","Without any other work to do, as I grew older my hands became fuller."
Àsìkò sì dàbí ẹni tó ń sáré tete.,And time is like someone who runs early.
Nígbẹ̀yìn mi ò sọ fún ẹnikẹ́ni nípa ìnàkí yìí,In the end I did not tell anyone about this tragedy
Kí làǹfààní kikọ nǹkan nípa ẹ̀ nígbà tí kò s’ẹ́ni tó gbà mí gbọ́?,What's the point of writing about you when no one believes me?
Àwọn èèyàn á kàn máa sọ pé mo ti ń sọ ìsọkúsọ ni.,People will just say that I have been talking nonsense.
"Ó jẹ́ oun kàyéfì láti kọ gẹ́gẹ bí oun tó ṣẹlẹ̀ ní tòótọ́, nítorípé kò sí bí mo ṣe lè rí ẹ̀rí hàn.","It is strange to write as it actually happened, because there is no way I can find proof."
Kò sí ẹni tó máa gbàá gbọ́ àfi tí mo bá fi hàn wọ́n.,No one will believe unless I show them.
"Bí mo bá tiẹ̀ kọọ́ gẹ́gẹ́ bí ìtàn àròsọ, kò ní lórí tàbí ìdí.","Even if I tell it like a myth, it has no head or reason."
Kí n tiẹ̀ tó bẹ̀rẹ̀ sí kọ̀ọ́ ni mo ti rí ojú u olùtẹ̀wé mi nígbà tó bá kàá tán,"Before I even started reading, I saw the look on my publisher's face when he finished reading."
"Kò yẹ kí n máa bèèrè yìí lọ́wọ́ ẹ nítorí pé ìwọ ni olùkọ̀wé, ṣùgbọ́n — kíni kókó ìtàn yìí gaan ni?","I shouldn't be asking you this because you are the author, but - what is the point of this story?"
Ẹ ṣá mọ̀ pé ó jẹ́ ìtàn ìnàkí kan tó ń sọ èdè ènìyàn nínú ìlú kékeré kan ní agbègbè e wa.,You should know that it is a story of a man who speaks the language of the people in a small town in our area.
"Ó máa ń fọ ẹ̀yìn àwọn àlejò nínú ilé ìwẹ̀ gbígbóná, ó sì máa ń gbádùn bíà tútù",He washes guests' backs in the hot tub and enjoys cold beer.
Ó máa n nifẹ̀ẹ́ àwọn ọ̀dọ́mọbìnrin ènìyàn tó sì ma ń jí orúkọ wọn.,He loves human girls and steals their names.
"Bí àsìkò ṣe ń lọ sí, ìrántí i ìlúu onísun-gbígbóná yìí bẹ̀rẹ̀ sí parẹ́ lọ́kàn mi.","As time went on, the memory of this hot city began to fade from my mind."
"Bo tile wù kí ìrántí kan le lóòrìn tó, wọn kò lè sáré ju agbára àsìkò lọ.","No matter how strong a memory is, they cannot outrun the power of time."
"Ṣùgbọ́n ní báyìí, lẹ́yìn ọdún márùún, mo ti pinnu láti kọ́ nípa ẹ̀.","But now, after five years, I have decided to learn about it."
Ìdí èyi ni ohùn kan tó ṣẹlẹ̀ láìpẹ́ yìí tó mú mi rántí.,This is why a voice that happened recently made me remember.
"Tí ìṣẹ̀lẹ̀ yìí kò bá tíì ṣẹlẹ̀ ni, m̀bá tí kọ ohun tí ẹ ń kà lọ́wọ́ yìí.","If this incident had not happened, I would not have written what you are reading now."
"Lọ́jọ́ kan, mo ní ìpàdé iṣẹ́ kan nínú yàrá ìgbàlejò ilé ìtura kan ní Alégóńgó","One day, I had a business meeting in the lobby of a hotel in Alégongo"
Ẹni tí mo pàdé jẹ́ olùdarí ìwé ìròyìn arìnrìnàjò kan.,The person I met was the editor of a travel magazine.
"Ó jẹ́ obìnrin tó rẹwà gidi, bí ọmọ ọgbọ̀n ọdún tàbí jù bẹ́ẹ̀ lọ, kò lára púpọ̀.","She is a very beautiful woman, about 30 years old or more, she doesn't hurt much."
"Ó ní irun gígùn, àwọ ara tó lẹ́wà, pẹ̀lú u ojú ńlá tó fanimọ́ra.","He has long hair, beautiful skin, and big, attractive eyes."
Ó sì tún jẹ́ olùṣàkóso ìtẹ̀wé tó mọṣẹ́.,And he is also a skilled publisher.
"A ti ṣiṣẹ́ papọ̀ nígbà díẹ̀ rí, a sì mọwọ́ ara wa.",We have worked together a few times before and we know each other.
"Lẹ́yìn ìgbà tí a ti parí iṣẹ́ ẹ wa, a fẹ̀yìntì, a sì tàkùrọ̀sọ díẹ̀ tí a sì ń mu kọfí.","After we finished our work, we retired and talked a little while drinking coffee."
"Fóònù alágbèéká ẹ̀ dún, ó sì wò mí bí ẹni ń bẹ̀bẹ̀.","His cell phone rang, and he looked at me pleadingly."
"Mo ní mi ò bínú, pé kó gbé ìpè náà.","I said I am not angry, that he picked up the call."
Ó dàbíi pé ìpè náà wà nípa ààyè tó gbà sílẹ̀ níbìkan,It seems that the call was about a place he saved somewhere
"Bóyá ní ilé oúnjẹ, tàbí ilé ìtura, tàbí ti ìrìnnà òfurufú","Maybe in a restaurant, or a hotel, or an airline"
"Ó sọ̀rọ̀ fún ìgbà díẹ̀, ó sì ń wo ìwé pélébé abániṣẹ̀tò ẹ.","He spoke for a while, looking at his planner's notebook."
Ó wá wò mí pẹ̀lú ojú ìpòrúurùu.,He looked at me with confused eyes.
"Ó sọ fún mi pẹ̀lú ohùn ìṣàlẹ̀, ó sì fi ọwọ́ bo ẹnu fóònù",He told me in a low voice and covered the phone with his hand
"Mo mọ̀ pé ìbéèrè yìí yanilẹ́nu o, ṣùgbọ́n kíni orúkọ ọ̀ mi?","I know this question is strange to you, but what is my name?"
"Ó gbọ́, ó sì sọ èyí fún ẹni tó wà lódìkejì i fóònù yìí.",He heard and told this to the person on the other side of the phone.
"Ó parí ìpè yìí, ó sì tún tọrọ àforíjì lọ́wọ́ọ̀ mi.",He ended this call and again apologized to me.
Má bìnú o. Mo kàn gbàgbé orúkọ mi lójijì ni. Ó ya èmi gaan lẹ́nu.,Don't be angry. I just suddenly forgot my name. It really surprised me.
"Ó ṣebí ẹni pé ó ń ronú nípa ẹ̀, ṣùgbọ́n ó padà gbà pé bẹ́ẹ̀ni","He pretended to be thinking about her, but she said yes"
Ó ti máa ń ṣẹlẹ̀ púpọ̀ lẹ́nu ọjọ́ mẹ́ta yìí.,A lot has been happening in these three days.
Mo kàn gbàgbé orúkọ ọ̀ mi; bíi pé iyè mi sọnù lójijì ni.,I just forgot my name; as if my life suddenly disappeared.
Ṣé o máa ń gbàgbé àwọn nǹkan míì? Bíi kóo má le rántí ọjọ́ ìbí ẹ.,Do you forget other things? Like you can't remember your birthday.
Mo mọ gbogbo ọjọ́ ìbí àwọn ọ̀rẹ́ ẹ̀ mi lórí.,I know all my friends' birthdays by heart.
